index,album,entity_album,singer,identity,digit_date,price2,price,song_number,sales_volumn,total-sale,digit_album_img,entity_album_date,diff,entity-platform,entity_price,entity_type,entity_img,entity_thing,singer-img
459,小太空,小太空,詹雯婷,台湾歌手,2017/6/19,8.0,8.0,10,13772,110176.0,https://y.qq.com/music/photo_new/T002R300x300M000004F3Ofp1NhugT_1.jpg?max_age=2592000,2017/7/28,39.0,五大唱片/博客来/诚品,108.63,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/60/0020226088.jpg&v=624e92f9k&w=348&h=348,海报/歌词,https://y.qq.com/music/photo_new/T001R300x300M000001PVrFD1wDM7s_4.jpg?max_age=2592000
460,偷故事的人,偷故事的人,张惠妹,台湾歌手,2017/12/12,15.0,15.0,10,426787,6401805.0,https://y.qq.com/music/photo_new/T002R300x300M000001vt8C105tVY0_1.jpg?max_age=2592000,2017/12/12,0.0,五大唱片/博客来/诚品,130.0,CD,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/020/20/0020202071.jpg&v=5a0ea679k&w=348&h=348,歌词,https://y.qq.com/music/photo_new/T001R300x300M000003JGrNQ3RjelA_4.jpg?max_age=2592000
461,池中海,池中海,张嘉元,大陆歌手,2023/5/16,16.0,16.0,7,21570,345120.0,https://p1.music.126.net/GgP4EY9E8OiBAg2WUKTdLQ==/109951168608623466.jpg?param=140y140,2023/6/28,43.0,京东,229.0,CD,https://img10.360buyimg.com/n1/jfs/t1/222357/17/31363/92555/649aae6aF49df3681/f35cc5a864a018f0.jpg.avif,写真集/歌词/小卡/手绘画,https://p1.music.126.net/sLEGYCOu7zSY82F3TaV3xA==/109951168606673693.jpg
462,我想,我想,张杰,大陆歌手,2016/4/25,2.0,2.0,1,1692872,3385744.0,https://y.qq.com/music/photo_new/T002R300x300M000000p6Rug21Xg7d_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_3.jpg
463,未·LIVE,未·LIVE,张杰,大陆歌手,2018/5/20,9.0,9.0,3,502231,4520079.0,https://y.qq.com/music/photo_new/T002R300x300M000003NhltT0V7VKu_2.jpg?max_age=2592000,2018/12/20,214.0,天猫,80.0,CD,https://static.amusic.shop/upload/image/e/53/89d/e5389d7cdeac19672cecf4cded16ae53.jpg_750x750.jpg,歌词,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_2.jpg
464,越爱越强,越爱越强,张杰,大陆歌手,2016/8/20,5.0,5.0,3,451765,2258825.0,https://y.qq.com/music/photo_new/T002R300x300M000000MrHaS20JDOK_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_4.jpg
465,未·LIVE 2,未·LIVE 2,张杰,大陆歌手,2018/8/10,9.0,9.0,3,214092,1926828.0,https://y.qq.com/music/photo_new/T002R300x300M000002JFTnH3VpOQt_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_5.jpg
466,Away,Away,张杰,大陆歌手,2022/12/8,3.0,3.0,1,112956,338868.0,https://p1.music.126.net/sNN2Q_T9XTAgzx4l_b7M6w==/109951168122167259.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_6.jpg
467,Maybe,Maybe,张杰,大陆歌手,2023/1/17,3.0,3.0,1,60614,181842.0,https://p1.music.126.net/-Ln0njfjMFC5LRPwekrSbA==/109951168239745858.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002azErJ0UcDN6_7.jpg
468,Dust My Shoulders Off,Dust My Shoulders Off,张靓颖 / Timbaland,合作歌手,2016/10/15,2.0,2.0,1,222339,444678.0,https://p2.music.126.net/6vVfw7oGBghadMbdDc8Khw==/18504780697418340.jpg?param=140y140,,,,,,,,https://p2.music.126.net/3d0JdLJvNeegco11_EZYvA==/109951168590722845.jpg
469,？,？,张韶涵,台湾歌手,2019/12/18,15.0,15.0,10,122303,1834545.0,https://p2.music.126.net/6X1e4gqCX3NoA_Xm6SiavQ==/109951164553007725.jpg?param=177y177,2020/1/17,30.0,五大唱片,310.0,CD,https://www.5music.com.tw/cdpic/zn2/220227309374.jpg,钥匙扣/台历/歌词,https://p1.music.126.net/949KLcOoLnn71XzIb-X9HA==/109951167434900505.jpg
470,我们之间,我们之间,张天爱,其他,2016/8/29,2.0,2.0,1,41940,83880.0,https://y.qq.com/music/photo_new/T002R300x300M000002l6eak3degih_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000048Re331yFMdF_3.jpg?max_age=2592000
471,歌 时代II,歌 时代II,张信哲,台湾歌手,2019/1/15,20.0,20.0,10,19272,385440.0,https://y.qq.com/music/photo_new/T002R300x300M000004RVQVc16e4yk_1.jpg?max_age=2592000,2018/9/28,-109,,546.64,黑胶,,,https://y.qq.com/music/photo_new/T001R300x300M0000000mFvh1jtLcz_3.jpg?max_age=2592000
472,学友 经典 世界巡回演唱会 香港站 再见篇 (Live),学友 经典 世界巡回演唱会 香港站 再见篇,张学友,香港歌手,2021/12/23,30.0,30.0,33,67629,2028870.0,https://y.qq.com/music/photo_new/T002R300x300M000000ZwFUk2jqArz_2.jpg?max_age=2592000,2021/12/23,0.0,博客来,225.34,CD,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/46/0020224631.jpg&v=61a99b2ek&w=348&h=348,写真集/歌词,https://y.qq.com/music/photo_new/T001R300x300M000004Be55m1SJaLk_5.jpg?max_age=2592000
473,学友 经典 世界巡回演唱会 台北站 (Live),学友 经典 世界巡回演唱会 台北站,张学友,香港歌手,2021/12/23,30.0,30.0,33,63604,1908120.0,https://y.qq.com/music/photo_new/T002R300x300M000003Q1mcS0hQ5Bq_2.jpg?max_age=2592000,2021/12/23,0.0,博客来,225.34,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/46/0020224630.jpg&v=61a99b2ek&w=348&h=348,写真集/歌词,https://y.qq.com/music/photo_new/T001R300x300M000004Be55m1SJaLk_5.jpg?max_age=2592000
474,π,π,张洢豪,大陆歌手,2018/8/3,5.0,5.0,2,11934,59670.0,https://y.qq.com/music/photo_new/T002R300x300M0000043aITh07TJK7_1.jpg?max_age=2592000,,,,,,,,https://p2.music.126.net/wgitbLFQ0jBGLRv6si8Zgg==/109951168178749283.jpg
475,HONEY,HONEY,张艺兴,组合成员,2019/6/14,8.0,8.0,4,4858957,38871656.0,https://y.qq.com/music/photo_new/T002R300x300M000004M8HLn4QOyyn_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002MfEld3FWp0R_5.jpg?max_age=2592002
476,莲,莲,张艺兴,组合成员,2020/6/1,20.0,20.0,12,2741096,54821920.0,https://y.qq.com/music/photo_new/T002R300x300M000003XzNlG3eSgRq_2.jpg?max_age=2592000,2021/4/19,322.0,苏宁易购,154.8,CD,https://pic1.zhimg.com/v2-2157b6fc8b267d9892af4c581ac3a0a6_1440w.jpg?source=172ae18b,写真集/立体画/歌词,https://y.qq.com/music/photo_new/T001R300x300M000002MfEld3FWp0R_5.jpg?max_age=2592001
477,西,西,张艺兴,组合成员,2022/9/23,15.0,15.0,5,1293180,19397700.0,https://y.qq.com/music/photo_new/T002R300x300M000004Vibp80ZlFw0_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002MfEld3FWp0R_5.jpg?max_age=2592004
478,梦不落雨林/NAMANANA,梦不落雨林/NAMANANA,张艺兴,组合成员,2018/10/19,27.0,27.0,22,1180208,31865616.0,https://y.qq.com/music/photo_new/T002R300x300M000001T7G8z0o9FlF_1.jpg?max_age=2592000,2018/10/19,0.0,亚马逊,202.66,CD,https://m.media-amazon.com/images/I/81rm6yGL7bL._SY679_.jpg,小卡/歌词/,https://y.qq.com/music/photo_new/T001R300x300M000002MfEld3FWp0R_5.jpg?max_age=2592003
479,SHEEP,SHEEP,张艺兴,组合成员,2017/10/7,15.0,15.0,10,1008065,15120975.0,https://y.qq.com/music/photo_new/T002R300x300M000002w9v2U1QksRz_1.jpg?max_age=2592000,2017/9/26,-11.0,京东,107.0,CD,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/020/82/0020208267.jpg&v=5bac5ee5k&w=348&h=348,写真集/羊币,https://y.qq.com/music/photo_new/T001R300x300M000002MfEld3FWp0R_5.jpg?max_age=2592005
480,东,东,张艺兴,组合成员,2021/10/15,9.0,9.0,4,956145,8605305.0,https://y.qq.com/music/photo_new/T002R300x300M000000YKARX4cFpIv_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002MfEld3FWp0R_5.jpg?max_age=2592006
481,Winter Special Gift,Winter Special Gift,张艺兴,组合成员,2017/12/22,5.0,5.0,6,911686,4558430.0,https://y.qq.com/music/photo_new/T002R300x300M000003KDvJl153AQL_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002MfEld3FWp0R_5.jpg?max_age=2592007
482,LOSE CONTROL,LOSE CONTROL,张艺兴,组合成员,2016/10/28,5.0,5.0,6,202291,1011455.0,https://y.qq.com/music/photo_new/T002R300x300M0000007j6p01REg8p_1.jpg?max_age=2592000,2016/10/28,0.0,Gmarket,125.03,CD,https://y.qq.com/music/photo_new/T002R300x300M0000007j6p01REg8p_1.jpg?max_age=2592000,小卡/写真集,https://y.qq.com/music/photo_new/T001R300x300M000002MfEld3FWp0R_5.jpg?max_age=2592008
483,Dawn to Dusk,Dawn to Dusk,张艺兴 / 24kGoldn,合作歌手,2022/2/22,5.0,5.0,2,216664,1083320.0,https://y.qq.com/music/photo_new/T002R300x300M0000040YRP32OLPb1_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002MfEld3FWp0R_5.jpg?max_age=2592000
484,Heaven,Heaven,张语格,大陆歌手,2021/7/14,3.0,3.0,1,134177,402531.0,https://p2.music.126.net/2FaVfBaBwE6QFgP6klqXXQ==/109951166171082473.jpg?param=140y140,,,,,,,,https://p2.music.126.net/woQq0dccJn15d8he4zY81g==/109951166171367359.jpg
485,牵挂,牵挂,张云雷,大陆歌手,2020/10/12,6.0,6.0,3,2690707,16144242.0,https://y.qq.com/music/photo_new/T002R300x300M000001puVIM1uSzx1_3.jpg?max_age=2592000,,,,,,,,https://y.gtimg.cn/music/common/upload/t_celebrity_certification/3086248.png
486,毓贞,毓贞,张云雷,大陆歌手,2019/1/12,3.0,3.0,1,2398075,7194225.0,https://y.qq.com/music/photo_new/T002R300x300M0000030BKre4drZB5_1.jpg?max_age=2592000,,,,,,,,https://y.gtimg.cn/music/common/upload/t_celebrity_certification/3086249.png
487,蓝色天空,蓝色天空,张云雷,大陆歌手,2019/10/18,10.0,10.0,3,1762828,17628280.0,https://y.qq.com/music/photo_new/T002R300x300M000003d636i2FSP7z_2.jpg,,,,,,,,https://y.gtimg.cn/music/common/upload/t_celebrity_certification/3086247.png
488,莫尔MORE • 乌托邦第3章 • 数字EP,莫尔MORE • 乌托邦第3章 • 数字EP,张紫宁,大陆歌手,2020/9/6,6.0,6.0,3,190685,1144110.0,https://p2.music.126.net/IuO9VB7bbtrDQ7IUsZRKrg==/109951165293938658.jpg?param=140y140,,,,,,,,https://p1.music.126.net/gypIP-KvB50gR3Q2Zal5mw==/109951164857137212.jpg
489,署前街少年,署前街少年,赵雷,大陆歌手,2022/8/29,25.0,25.0,10,539526,13488150.0,https://p1.music.126.net/FCWD6ibS2JK2B3QAnXuzwQ==/109951167805892385.jpg?param=140y140,,,,,,,,https://p2.music.126.net/w_UWOls2uCkFN_U62788Xg==/18806046882229308.jpg
490,无法长大,无法长大,赵雷,大陆歌手,2016/12/21,16.0,16.0,10,367720,5883520.0,https://p1.music.126.net/BJgUd9aD9gpougZFASRTTw==/18548761162235571.jpg?param=140y140,2017/3/6,75.0,红景唱片等（https://weibo.com/1809008954/EyvkHB6Yv?type=comment）,60.0,CD,https://img14.360buyimg.com/n1/jfs/t21682/13/2668215009/83257/fc46014e/5b6106a4Nbde8213f.jpg.avif,歌词,https://p2.music.126.net/w_UWOls2uCkFN_U62788Xg==/18806046882229308.jpg
491,进击之月,进击之月,赵磊,组合成员,2021/11/16,15.0,15.0,6,54403,816045.0,https://p1.music.126.net/Wn-hzv-SxBa954WsPdmtIw==/109951166622580125.jpg?param=140y140,2022/3/4,108.0,网易云音乐,188.0,CD,https://p3.music.126.net/xp1W-bSVJ_MCTrLvxt_R0Q==/109951167125260463.jp,小卡/丝巾/贴纸/手写信/帆布包,https://p1.music.126.net/kTf2CZwBVsi1s_aijvpuyQ==/109951168689064883.jpg
492,青春相伴,青春相伴,赵林新,大陆歌手,2022/5/30,2.0,2.0,1,178,356.0,https://y.qq.com/music/photo_new/T002R300x300M0000037Eo7m4cQaTP_2.jpg?max_age=2592000,,,,,,,,https://p1.music.126.net/x6e0SqyTrvvzPpJ4HZr_Gg==/109951168143360459.jpg
493,R.A.N.G,R.A.N.G,赵让,大陆歌手,2021/6/22,8.0,8.0,5,105754,846032.0,https://p2.music.126.net/wrdmDLrrEhRYH2QBiqZEYw==/109951166133298451.jpg?param=140y140,,,,,,,,https://p1.music.126.net/psDDNA2RxKBrlDYJFGQb2A==/109951168527292922.jpg
494,柔软的刺,柔软的刺,赵泰,大陆歌手,2021/12/22,15.0,15.0,11,2962,44492.0,https://p1.music.126.net/nY-H5dZu3IAiFFSYDMdjBw==/109951166768570574.jpg?param=140y140,2021/7/22,-153.0,摩登天空APP,390.0,黑胶,https://img.zhengzai.tv/goods/2023/06/05/7f3e02c2d5374ac4a026e41e9ecd303e.jpg,歌词,https://p1.music.126.net/puhI9ABcv1MzH4EHxHXnkw==/109951166778738946.jpg
495,悲智双翼,悲智双翼,真如,大陆歌手,2020/3/11,20.0,20.0,17,6646,5024.0,https://p1.music.126.net/bnMDwXg670FOB4hFwoh1NQ==/109951164785243078.jpg?param=140y140,2020/5/1,51.0,博客来/诚品/天天里人/读册,127.92,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/021/71/0020217150.jpg,歌词,https://p2.music.126.net/nDNMPsCPqq043f5SUiGxww==/109951164785229892.jpg?param=130y130
496,New Retro (新城旧叙),New Retro (新城旧叙),郑亚当Anton,大陆歌手,2020/12/15,20.0,20.0,13,271,5446.0,https://y.qq.com/music/photo_new/T002R300x300M0000022CZZu4g0wvD_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003rgpHb3LnKwo_3.jpg?max_age=2592000
497,Message,Message,徵羽摩柯,虚拟歌手,2020/12/10,8.0,8.0,4,4740,37920.0,https://p1.music.126.net/1vzPIInj4iSmeG0RQKmN-A==/109951165528985815.jpg?param=140y140,,,,,,,,https://p1.music.126.net/UOmtqOls6MV7o6Y77atsvQ==/109951166712161784.jpg
498,强迫症,强迫症,周笔畅,大陆歌手,2017/4/26,2.0,2.0,1,537558,1075116.0,https://y.qq.com/music/photo_new/T002R300x300M000001mkXzx4BjMkV_1.jpg?max_age=2592000,,,,,,,,https://p1.music.126.net/LRO4BMjoH22KptR9KVYpVg==/109951167876746758.jpg
499,耳鸣,耳鸣,周笔畅,大陆歌手,2017/5/26,2.0,2.0,1,176091,352182.0,https://y.qq.com/music/photo_new/T002R300x300M000000IrHre3jIFeA_1.jpg?max_age=2592000,,,,,,,,https://p1.music.126.net/LRO4BMjoH22KptR9KVYpVg==/109951167876746758.jpg
500,无 所 事 事,无 所 事 事,周笔畅,大陆歌手,2017/6/28,2.0,2.0,1,164218,328436.0,https://y.qq.com/music/photo_new/T002R300x300M000001MVd5M16v4CH_1.jpg?max_age=2592000,,,,,,,,https://p1.music.126.net/LRO4BMjoH22KptR9KVYpVg==/109951167876746758.jpg
501,翻白眼III,翻白眼III,周笔畅,大陆歌手,2015/9/25,15.0,15.0,10,138771,2081565.0,https://y.qq.com/music/photo_new/T002R300x300M000003EEBur0FyiCL_1.jpg?max_age=2592000,,,,,,,,https://p1.music.126.net/LRO4BMjoH22KptR9KVYpVg==/109951167876746758.jpg
502,翻白眼,翻白眼,周笔畅,大陆歌手,2015/6/2,5.0,5.0,3,137620,688100.0,https://y.qq.com/music/photo_new/T002R300x300M000003mTtco1BSmmI_1.jpg?max_age=2592000,,,,,,,,https://p1.music.126.net/LRO4BMjoH22KptR9KVYpVg==/109951167876746758.jpg
503,重命名,重命名,周笔畅,大陆歌手,2018/7/11,12.0,12.0,7,132572,1590864.0,https://y.qq.com/music/photo_new/T002R300x300M000001HjGIQ4gT0Zk_1.jpg?max_age=2592000,,,,,,,,https://p1.music.126.net/LRO4BMjoH22KptR9KVYpVg==/109951167876746758.jpg
504,LUNAR,LUNAR,周笔畅,大陆歌手,2019/7/11,20.0,20.0,7,131441,2628820.0,https://y.qq.com/music/photo_new/T002R300x300M000001xUYaL2nggfC_1.jpg?max_age=2592000,,,,,,,,https://p1.music.126.net/LRO4BMjoH22KptR9KVYpVg==/109951167876746758.jpg
505,翻白眼II,翻白眼II,周笔畅,大陆歌手,2015/7/9,5.0,5.0,3,116521,582605.0,https://y.qq.com/music/photo_new/T002R300x300M000003rPsnJ0UiTbi_1.jpg?max_age=2592000,,,,,,,,https://p1.music.126.net/LRO4BMjoH22KptR9KVYpVg==/109951167876746758.jpg
506,说好不哭,说好不哭,周杰伦,台湾歌手,2019/9/16,3.0,3.0,1,10922798,32768394.0,https://y.qq.com/music/photo_new/T002R300x300M000002gBTVk4JEE2T_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000025NhlN2yWrP4_8.jpg?max_age=2592002
507,Mojito,Mojito,周杰伦,台湾歌手,2020/6/12,3.0,3.0,1,9214659,27643977.0,https://y.qq.com/music/photo_new/T002R300x300M0000009C3rp3Kfwg0_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000025NhlN2yWrP4_8.jpg?max_age=2592003
508,最伟大的作品,最伟大的作品,周杰伦,台湾歌手,2022/7/15,30.0,30.0,12,7235098,217052940.0,https://y.qq.com/music/photo_new/T002R300x300M0000042cH172YJ0mz_3.jpg?max_age=2592000,2022/7/15,0.0,五大唱片/博客来/诚品,123.0,CD,https://www.5music.com.tw/cdpic/zn2/12022718770.jpg,歌词,https://y.qq.com/music/photo_new/T001R300x300M0000025NhlN2yWrP4_8.jpg?max_age=2592000
509,周杰伦的床边故事,周杰伦的床边故事,周杰伦,台湾歌手,2016/6/24,20.0,20.0,10,2008624,40172480.0,https://p2.music.126.net/cUTk0ewrQtYGP2YpPZoUng==/3265549553028224.jpg?param=140y140,2016/6/24,0.0,五大唱片/博客来/诚品,97.47,CD,https://www.5music.com.tw/cdpic/zn2/320227303986.jpg,歌词/立体书,https://y.qq.com/music/photo_new/T001R300x300M0000025NhlN2yWrP4_8.jpg?max_age=2592001
510,哎呦，不错哦,哎呦，不错哦,周杰伦,台湾歌手,2014/12/26,20.0,20.0,12,174689,3493780.0,https://y.qq.com/music/photo_new/T002R300x300M000001uqejs3d6EID_2.jpg?max_age=2592000,2014/12/26,0.0,五大唱片/博客来/诚品,97.47,CD,https://www.5music.com.tw/cdpic/zn2/92022730528.jpg,歌词,https://y.qq.com/music/photo_new/T001R300x300M0000025NhlN2yWrP4_8.jpg?max_age=2592004
511,恋爱讯号,恋爱讯号,周锐,大陆歌手,2020/10/22,3.0,3.0,1,16223,48669.0,https://p1.music.126.net/SrFQDAxRPhtfjFaa5kuDwA==/109951165404410555.jpg?param=140y140,,,,,,,,https://p1.music.126.net/4yQqvJdXGFqo_LYzJOO_oQ==/109951163595953102.jpg
512,公路冰淇凌Heading To The Dawn,公路冰淇凌Heading To The Dawn,朱婧汐JING,大陆歌手,2016/4/22,2.0,2.0,1,20230,40460.0,https://p1.music.126.net/5VIybNHuO6r3-S1S8ukCyg==/109951164519948341.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T002R300x300M0000034wSHd47DhmW_2.jpg?max_age=2592000
513,镜,镜,朱宇晨,大陆歌手,2021/2/26,3.0,3.0,1,146,438.0,https://p2.music.126.net/a6AqvsupyDQoBjnta3zhMA==/109951165762062978.jpg?param=140y140,,,,,,,,https://p1.music.126.net/uPeq7l6GsoGD5dUHSSR2dA==/109951164440587515.jpg
514,The Winter Light (冬日告白),The Winter Light (冬日告白),朱正廷,组合成员,2018/12/1,2.0,2.0,3,3078866,6157732.0,https://p1.music.126.net/HMu97SikhAT-LfiindfgEA==/109951163696748307.jpg,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001V9Jvm2xKQIC_5.jpg?max_age=2592001
515,Chapter Z,Chapter Z,朱正廷,组合成员,2019/9/23,7.0,7.0,3,1983502,13884514.0,https://p2.music.126.net/jW7W26YClLq9LMPSOgtsvQ==/109951164375708596.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001V9Jvm2xKQIC_5.jpg?max_age=2592000
516,EMPTY SPACE,EMPTY SPACE,朱正廷,组合成员,2020/5/7,3.0,3.0,1,907703,2723109.0,https://p2.music.126.net/ntx5f_BnqHynOLwsCApeiA==/109951164968120068.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001V9Jvm2xKQIC_5.jpg?max_age=2592003
517,待签收,待签收,朱正廷,组合成员,2019/3/18,3.0,3.0,3,660172,1980516.0,https://p2.music.126.net/bmowac1bcUJ52KKJ4ioC4w==/109951163927353658.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001V9Jvm2xKQIC_5.jpg?max_age=2592004
518,陷,陷,朱正廷,组合成员,2021/3/18,3.0,3.0,1,268774,806322.0,https://p2.music.126.net/oybBmblKQJYZi0qLKocUYA==/109951165811454756.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001V9Jvm2xKQIC_5.jpg?max_age=2592005
519,T,T,朱正廷,组合成员,2022/6/27,25.0,25.0,8,224885,5622125.0,https://y.qq.com/music/photo_new/T002R300x300M000000jakVO0nzjrI_2.jpg?max_age=2592000,2023/1/6,193.0,QQ音乐/酷狗音乐,163.18,CD,https://peiwanimgbssdl.cloud.kugou.com/bss/webimg/1501742c2e3ded6d74895e26c6fe4006.jpg_0x0.webp,八音盒/歌词/小卡/贴纸/笔记纸,https://y.qq.com/music/photo_new/T001R300x300M000001V9Jvm2xKQIC_5.jpg?max_age=2592002
520,活着的时间,活着的时间,朱正廷,组合成员,2019/11/26,3.0,3.0,1,54692,164076.0,https://p2.music.126.net/UlxjdIk0vRjF7VTnah3DaQ==/109951164517102095.jpg?param=140y140,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001V9Jvm2xKQIC_5.jpg?max_age=2592006
521,多么舍不得,多么舍不得,庄心妍,大陆歌手,2018/4/2,2.0,2.0,2,1052070,2104140.0,https://y.qq.com/music/photo_new/T002R300x300M00000409PlH1CA9oB_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003Cn3Yh16q1MO_4.jpg?max_age=2592000
522,涅槃,涅槃,左小祖咒,大陆歌手,2021/9/24,22.0,22.0,13,5409,118998.0,https://p2.music.126.net/BYcBofSgSSU7_M7O4XfvFQ==/109951166444236670.jpg?param=140y140,,,,,,,,https://p1.music.126.net/VjuJ1WpW2MFtp1XE3ns1MA==/269380348822591.jpg
523,庙会之旅Ⅲ,庙会之旅Ⅲ,左小祖咒,大陆歌手,2022/4/6,22.0,22.0,12,1763,38786.0,https://p2.music.126.net/Y9GFKbCIBktnYyISz344jA==/109951167227610927.jpg?param=140y140,,,,,,,,https://p1.music.126.net/VjuJ1WpW2MFtp1XE3ns1MA==/269380348822591.jpg
524,我爱邓丽君,我爱邓丽君,左小祖咒 / 五条人,合作歌手,2023/4/26,6.0,6.0,2,4793,29298.0,https://p2.music.126.net/lJN8iKgYVk-dCaceFEGL4A==/109951168569472482.jpg?param=140y140,,,,,,,,https://p1.music.126.net/VjuJ1WpW2MFtp1XE3ns1MA==/269380348822591.jpg
